Age,Gender,Country,IncomeUSD,YearsVaped,PodsPerWeek,NicotineStrength_mgml,PurchaseChannel,FlavourFamilies,SweetLike,MentholLike,NewFlavourFreq,SmartwatchDaily,MoodMatchInterest,BoredOfFlavoursPain,NicDependencePain,MoodFitPain,PreferredPackSize,MaxMonthlySpendUSD,SubscribeLikelihood
35,Male,US,2123,1.7,3.1,13.8,Friends,"Beverage,Dessert",4,3,4,1,3,3,1,3,3,31.63,5.0
39,Male,US,3319,1.0,2.9,7.3,Other,Beverage,4,3,3,0,2,3,1,2,3,41.61,5.0
38,Male,GB,3228,1.2,6.5,15.4,Retail shop,"Beverage,Fruity",5,3,3,0,4,2,1,5,6,62.44,10.0
35,Female,IN,2850,0.1,3.6,4.6,Online-direct,Beverage,4,3,3,1,3,2,1,3,3,35.72,8.0
27,Male,FR,2183,10.0,11.6,20.9,Retail shop,Fruity,4,1,3,0,2,4,2,1,10,67.79,2.0
36,Female,SG,2701,2.2,6.4,23.0,Online-direct,"Tobacco,Spice",4,4,4,1,5,5,2,5,6,75.17,8.0
24,Female,CA,1045,2.5,6.7,20.6,Other,Beverage,5,3,4,1,4,4,3,5,6,42.25,9.0
28,Male,US,1809,3.3,5.7,16.3,Online-direct,"Beverage,Other",1,5,5,0,2,5,1,3,6,64.89,2.0
26,Male,US,1429,4.8,9.2,18.2,Vape lounge,"Menthol/Fresh,Other,Dessert",5,5,4,0,2,4,3,1,10,62.95,1.0
31,Male,DE,2031,2.8,7.3,14.6,Online-direct,"Spice,Other",4,2,4,0,1,5,1,1,10,61.04,3.0
49,Male,SG,4774,4.3,8.6,14.0,Online-direct,"Menthol/Fresh,Dessert",5,5,3,0,1,4,2,2,10,106.6,6.0
18,Male,SG,1039,1.8,3.8,17.9,Friends,Menthol/Fresh,3,5,4,0,2,3,1,3,3,23.57,7.0
35,Female,SG,1412,1.4,2.6,4.9,Vape lounge,"Tobacco,Dessert,Menthol/Fresh",5,5,3,0,4,4,1,2,3,37.77,5.0
18,Prefer not to say,CA,1923,5.2,5.7,7.9,Online-direct,"Tobacco,Menthol/Fresh,Fruity",5,4,1,0,3,2,1,2,6,63.53,10.0
26,Female,FR,954,6.0,8.0,22.5,Other,"Fruity,Tobacco",4,5,5,0,4,4,1,4,10,81.11,6.0
39,Female,FR,2438,0.4,2.8,13.8,Vape lounge,Beverage,3,4,2,0,4,2,1,4,3,46.52,8.0
31,Female,CA,1855,2.3,4.9,15.1,Friends,"Beverage,Fruity",3,3,2,1,4,3,3,2,6,77.71,8.0
21,Male,GB,1899,3.5,6.4,17.4,Retail shop,Fruity,3,4,1,0,1,1,3,1,6,61.51,6.0
24,Female,CA,2445,0.3,5.9,26.0,Other,"Beverage,Dessert,Other",5,4,2,1,5,2,3,5,6,60.67,10.0
35,Female,PH,3115,8.0,10.5,20.8,Vape lounge,"Menthol/Fresh,Dessert",5,4,2,0,1,3,3,1,10,94.36,7.0
24,Male,AU,1154,2.2,5.1,16.6,Friends,"Menthol/Fresh,Fruity",2,5,4,0,5,3,3,4,6,29.03,9.0
32,Non-binary/Other,PH,2634,3.1,3.4,23.7,Online-direct,Dessert,4,5,5,0,4,5,3,3,3,45.57,6.0
30,Male,GB,1467,0.6,6.9,16.6,Online-direct,Menthol/Fresh,1,5,4,0,2,4,2,3,6,37.32,6.0
25,Female,GB,2195,0.9,1.9,20.5,Vape lounge,"Menthol/Fresh,Dessert",5,5,4,0,5,3,3,5,3,52.2,9.0
47,Female,CA,4014,0.4,2.3,1.8,Retail shop,"Tobacco,Beverage",3,3,4,0,3,3,1,4,3,64.71,6.0
35,Non-binary/Other,CA,3296,0.9,4.9,9.1,Vape lounge,Spice,1,1,3,1,3,4,2,4,6,58.4,6.0
18,Male,IN,1726,2.0,5.4,12.1,Other,Menthol/Fresh,3,5,5,0,5,5,1,3,6,32.44,4.0
31,Female,DE,1461,5.4,10.9,23.8,Vape lounge,Beverage,5,2,3,1,4,3,3,4,10,74.1,7.0
25,Male,PH,2226,2.3,6.4,25.3,Online-direct,Other,2,1,1,1,5,1,2,5,6,43.25,10.0
37,Male,FR,2390,0.8,3.7,10.7,Online-direct,"Spice,Beverage,Fruity",4,5,4,0,3,5,2,1,3,44.52,3.0
24,Female,IN,1193,0.1,4.7,19.6,Online-direct,"Spice,Beverage",3,1,4,0,3,4,3,2,6,65.46,5.0
29,Male,SG,2049,2.9,7.6,28.8,Retail shop,"Menthol/Fresh,Spice,Fruity",3,5,3,0,2,3,2,1,10,81.9,7.0
34,Female,AE,3041,1.6,3.6,21.4,Online-direct,"Dessert,Menthol/Fresh",5,5,3,0,2,4,3,2,3,38.14,6.0
37,Male,FR,3497,12.5,16.9,24.9,Online-direct,"Fruity,Other,Beverage",3,3,4,0,1,5,1,1,15+,113.98,7.0
20,Male,SG,888,4.5,7.2,21.5,Online-direct,Dessert,4,1,4,1,5,4,1,5,10,68.05,9.0
27,Female,IN,2016,5.0,7.8,19.5,Vape lounge,"Menthol/Fresh,Other",4,4,5,0,2,5,3,1,10,74.89,4.0
26,Male,US,1372,0.1,3.3,10.0,Online-direct,Beverage,3,5,3,1,4,2,1,4,3,38.06,3.0
25,Male,IN,1026,4.5,6.9,19.0,Online-direct,"Dessert,Spice",4,3,4,0,1,5,3,1,6,46.64,1.0
44,Non-binary/Other,IN,3665,0.6,2.9,10.5,Retail shop,"Menthol/Fresh,Dessert",5,5,3,0,3,3,1,2,3,55.7,9.0
33,Male,IN,2424,2.6,7.1,17.7,Online-direct,"Spice,Other",4,2,5,1,5,4,1,3,10,65.86,6.0
20,Female,CA,770,1.8,2.5,5.6,Online-direct,"Other,Menthol/Fresh,Beverage",3,5,3,0,4,4,1,3,3,27.06,3.0
37,Male,PH,2210,2.5,3.9,5.1,Online-direct,"Tobacco,Menthol/Fresh",3,5,4,1,5,4,2,5,3,44.9,9.0
47,Male,IN,2903,0.4,4.4,13.0,Retail shop,"Other,Fruity,Spice",5,3,4,1,5,4,1,3,6,54.14,7.0
38,Male,CA,2341,1.8,4.7,16.3,Online-direct,"Spice,Tobacco",2,4,3,1,5,2,1,4,6,64.24,10.0
18,Male,SG,412,0.1,4.6,9.0,Friends,"Other,Menthol/Fresh",5,5,3,0,3,2,2,3,6,34.75,8.0
26,Male,DE,1629,0.1,3.6,16.2,Online-direct,"Fruity,Other",4,2,4,1,4,5,2,5,3,42.88,8.0
40,Male,PH,1909,3.2,4.2,14.4,Other,"Menthol/Fresh,Dessert",5,5,3,0,4,4,2,5,6,55.83,6.0
24,Male,SG,1838,9.1,12.2,25.5,Retail shop,"Spice,Menthol/Fresh",5,4,2,1,4,1,4,3,15+,86.53,9.0
34,Male,GB,3233,4.5,8.3,23.0,Vape lounge,Dessert,5,2,4,1,3,3,2,3,10,95.39,5.0
36,Male,FR,2946,1.9,5.3,22.0,Online-direct,"Spice,Tobacco,Beverage",3,1,3,0,5,2,3,5,6,56.78,10.0
23,Male,AE,1280,0.2,2.5,15.5,Retail shop,"Spice,Tobacco",3,1,3,0,3,4,1,2,3,33.5,3.0
30,Male,GB,1947,0.1,2.7,11.2,Vape lounge,"Beverage,Fruity",4,3,4,1,5,4,1,4,3,51.91,5.0
18,Female,AU,691,0.5,2.7,13.6,Retail shop,Fruity,3,2,4,0,1,3,2,1,3,26.32,2.0
22,Female,DE,1120,11.2,12.2,33.8,Retail shop,Fruity,2,2,2,0,2,1,2,2,15+,88.62,8.0
28,Female,AU,2603,1.5,2.3,17.2,Online-direct,Spice,4,5,4,0,2,5,1,2,3,40.49,3.0
20,Male,US,651,5.6,9.2,19.6,Online-direct,"Dessert,Beverage",4,5,3,1,5,2,1,5,10,43.87,10.0
43,Female,US,4038,3.7,5.4,14.6,Online-direct,Fruity,1,3,5,0,1,5,1,2,6,64.58,6.0
19,Female,IN,1395,2.8,6.7,13.7,Other,"Other,Menthol/Fresh,Beverage",2,5,4,0,4,3,1,2,6,48.88,7.0
26,Female,DE,2173,8.9,11.0,15.1,Retail shop,"Beverage,Dessert,Tobacco",5,3,2,0,3,1,1,2,10,71.21,10.0
31,Male,SG,1667,0.8,1.8,20.3,Online-direct,"Dessert,Fruity",5,5,3,1,4,4,1,2,3,44.82,9.0
42,Non-binary/Other,GB,2861,1.8,4.2,16.6,Online-direct,Menthol/Fresh,4,4,1,0,1,2,2,1,6,58.12,5.0
19,Female,DE,1287,6.0,12.1,15.8,Retail shop,Menthol/Fresh,3,5,4,1,3,3,1,2,15+,84.72,7.0
39,Female,GB,2287,2.4,5.3,14.7,Online-direct,"Other,Fruity",3,2,3,0,1,2,1,1,6,64.8,9.0
30,Male,AE,1866,0.8,4.8,21.2,Retail shop,Menthol/Fresh,2,5,1,0,1,1,3,1,6,54.75,6.0
22,Male,SG,1441,0.7,4.0,11.8,Online-direct,"Dessert,Spice",5,4,1,0,5,2,1,5,3,30.57,6.0
34,Male,AU,2730,4.2,5.1,11.0,Online-direct,"Dessert,Spice,Fruity",5,3,5,0,2,5,1,1,6,41.37,3.0
32,Male,GB,2728,0.1,5.3,17.1,Retail shop,"Menthol/Fresh,Beverage",1,4,5,1,3,5,3,3,6,57.2,5.0
25,Female,AE,2242,7.4,10.0,23.3,Online-direct,"Other,Tobacco",3,4,3,0,4,4,3,5,10,84.4,8.0
31,Male,DE,1177,0.1,1.1,8.9,Online-direct,"Beverage,Spice,Dessert",5,1,4,1,4,5,1,4,3,23.45,1.0
27,Male,AE,1161,3.0,5.2,12.2,Vape lounge,Dessert,5,3,4,0,4,4,2,4,6,51.22,6.0
31,Male,FR,2160,2.8,5.5,17.8,Online-direct,"Other,Dessert",5,3,4,0,3,5,2,3,6,66.11,4.0
35,Male,AE,2225,2.6,6.7,11.1,Retail shop,"Other,Dessert",4,4,3,1,5,3,1,3,6,42.39,7.0
43,Male,AE,3021,1.9,3.9,11.2,Vape lounge,"Tobacco,Fruity,Dessert",5,3,3,0,3,2,1,1,3,48.41,9.0
20,Female,IN,2130,5.7,12.6,22.0,Online-direct,"Spice,Menthol/Fresh,Tobacco",1,4,2,1,4,3,3,2,15+,96.61,6.0
47,Male,US,2859,3.2,4.8,18.5,Online-direct,"Other,Spice",2,3,1,0,4,1,1,4,6,56.77,10.0
18,Male,AU,835,4.6,8.5,16.4,Vape lounge,"Other,Spice",1,3,2,1,3,2,1,3,10,60.1,7.0
29,Male,FR,2004,0.4,1.0,13.8,Retail shop,Other,1,4,1,1,5,1,1,5,3,54.24,10.0
35,Male,FR,2553,0.2,3.0,18.8,Vape lounge,"Dessert,Menthol/Fresh",4,5,3,0,5,3,3,5,3,33.8,7.0
32,Male,US,1859,0.1,3.7,11.2,Online-direct,Dessert,4,2,4,0,3,5,2,2,3,32.43,5.0
25,Female,PH,1276,0.5,1.8,27.9,Vape lounge,"Other,Spice",5,4,2,0,3,1,2,4,3,43.0,7.0
28,Female,GB,833,3.3,8.5,25.6,Online-direct,"Fruity,Tobacco",3,1,4,1,3,3,2,2,10,56.23,9.0
26,Female,AE,3226,2.0,5.7,17.1,Vape lounge,"Other,Fruity",3,4,3,0,2,2,3,1,6,69.18,7.0
25,Female,DE,1213,4.2,6.7,15.8,Vape lounge,"Other,Tobacco",3,4,2,1,4,1,1,4,6,47.76,6.0
37,Male,AE,2913,0.6,4.2,11.4,Retail shop,Dessert,5,4,2,1,4,1,2,3,6,86.07,10.0
33,Non-binary/Other,DE,2943,1.4,3.5,21.8,Retail shop,"Dessert,Tobacco",5,3,4,1,4,3,2,4,3,66.77,7.0
24,Female,AE,2136,6.6,11.5,22.6,Online-direct,Menthol/Fresh,3,4,2,0,1,2,2,1,10,83.81,5.0
37,Female,FR,2422,8.2,12.7,15.5,Online-direct,Menthol/Fresh,5,5,4,0,1,5,3,1,15+,105.32,2.0
32,Male,PH,1396,7.6,11.2,12.6,Online-direct,Other,4,1,2,0,3,2,2,3,10,66.95,1.0
37,Female,US,1576,5.1,9.0,19.6,Retail shop,"Other,Dessert",4,3,5,1,5,5,1,5,10,54.54,10.0
35,Female,SG,2613,3.5,4.3,15.0,Other,"Dessert,Fruity",4,5,1,1,3,2,1,1,6,71.77,8.0
23,Female,CA,2111,7.3,12.5,17.9,Vape lounge,Spice,1,3,3,0,2,2,3,3,15+,104.03,8.0
26,Male,AU,1890,3.8,6.7,9.1,Online-direct,"Dessert,Tobacco,Menthol/Fresh",5,5,4,0,2,5,2,1,6,70.46,5.0
36,Female,SG,1591,9.2,13.7,13.9,Retail shop,"Menthol/Fresh,Fruity",4,4,4,0,3,5,1,3,15+,116.39,3.0
35,Non-binary/Other,AU,2750,0.1,4.2,10.4,Online-direct,"Other,Menthol/Fresh",3,4,2,1,5,2,1,5,6,67.87,10.0
30,Female,GB,1940,7.6,12.1,20.3,Online-direct,"Menthol/Fresh,Spice",5,5,2,0,2,3,2,3,15+,94.44,3.0
31,Male,US,2413,2.4,3.8,17.3,Online-direct,"Beverage,Tobacco,Other",3,1,4,0,4,5,3,2,3,51.37,6.0
40,Female,DE,2534,0.4,2.0,11.3,Other,Menthol/Fresh,3,5,4,0,2,3,1,2,3,57.17,7.0
25,Male,SG,1710,0.7,7.1,22.4,Online-direct,"Fruity,Other",3,4,4,0,2,4,1,3,10,74.36,4.0
34,Male,SG,2071,5.7,6.4,19.4,Online-direct,Menthol/Fresh,2,5,4,0,4,5,2,5,6,43.13,5.0
28,Male,AU,2835,2.1,3.5,16.1,Online-direct,Dessert,5,5,4,1,4,5,2,5,3,47.27,5.0
28,Female,SG,2445,12.2,15.3,30.2,Retail shop,"Beverage,Menthol/Fresh,Fruity",5,5,3,0,5,4,2,5,15+,107.93,7.0
39,Male,DE,3457,0.4,3.5,6.6,Online-direct,"Fruity,Beverage",3,4,4,0,4,3,1,2,3,45.24,10.0
37,Male,US,1881,1.6,3.8,11.1,Vape lounge,Tobacco,3,3,3,1,3,4,2,2,3,45.46,3.0
37,Female,GB,3581,1.2,5.1,27.1,Online-direct,"Menthol/Fresh,Spice",3,4,4,0,4,5,4,5,6,53.79,5.0
40,Female,CA,3154,2.2,6.6,7.1,Online-direct,"Other,Menthol/Fresh,Tobacco",2,5,2,0,3,1,1,3,6,70.41,10.0
30,Male,US,1573,3.0,6.0,14.5,Retail shop,Beverage,4,3,3,1,5,4,1,5,6,45.14,10.0
35,Female,IN,3255,3.3,5.9,18.3,Online-direct,Beverage,3,4,4,1,4,4,2,3,6,59.57,7.0
28,Female,GB,2016,0.1,3.1,3.7,Retail shop,"Fruity,Tobacco,Beverage",1,4,4,0,3,5,1,3,3,47.2,7.0
33,Male,SG,1907,0.3,2.6,8.8,Retail shop,"Dessert,Menthol/Fresh",5,5,4,0,2,5,1,1,3,42.01,2.0
29,Male,DE,2151,0.1,1.0,21.0,Retail shop,"Fruity,Spice,Tobacco",3,4,2,1,5,1,1,4,3,17.36,10.0
31,Male,PH,2686,6.0,9.5,20.4,Vape lounge,"Fruity,Beverage",3,3,3,0,3,2,2,2,10,70.74,10.0
35,Male,SG,2601,1.1,5.2,12.3,Vape lounge,"Other,Beverage",4,4,4,0,5,4,1,4,6,74.57,8.0
23,Male,FR,1277,1.4,4.2,15.3,Retail shop,Spice,2,5,4,0,5,4,1,3,6,24.19,9.0
47,Female,FR,3267,1.8,1.4,8.5,Other,Spice,3,3,3,0,3,4,2,3,3,61.28,5.0
22,Female,PH,2830,5.7,7.8,26.4,Online-direct,"Spice,Other",3,2,4,0,1,4,4,2,10,61.95,1.0
20,Male,CA,925,0.1,4.5,9.5,Friends,Spice,4,4,3,0,3,3,1,1,6,28.31,9.0
39,Male,FR,3117,0.4,1.2,8.6,Online-direct,"Dessert,Menthol/Fresh",5,5,4,1,4,4,1,2,3,48.8,6.0
36,Male,CA,2254,3.5,7.5,10.0,Online-direct,Tobacco,5,3,5,1,5,5,1,4,10,81.88,9.0
35,Male,GB,2253,10.0,12.3,20.8,Vape lounge,"Fruity,Spice",4,2,3,1,4,2,2,4,15+,123.03,7.0
35,Male,PH,1966,3.1,6.1,15.2,Online-direct,Menthol/Fresh,4,5,3,1,5,4,3,3,6,48.66,6.0
30,Female,CA,1841,0.9,2.9,18.9,Online-direct,"Beverage,Menthol/Fresh",5,5,3,1,4,3,1,4,3,38.82,7.0
23,Female,IN,1259,2.2,3.5,8.4,Online-direct,"Spice,Fruity",5,4,3,1,4,2,1,4,3,36.03,5.0
31,Male,CA,2223,11.1,16.3,28.7,Online-direct,"Spice,Menthol/Fresh",3,5,4,0,2,4,2,1,15+,95.8,4.0
25,Female,AE,1114,2.3,6.5,16.9,Online-direct,"Beverage,Menthol/Fresh",4,4,2,1,4,1,2,3,6,49.03,8.0
38,Male,GB,3138,1.4,5.4,5.9,Online-direct,Spice,5,5,4,0,4,5,2,5,6,62.39,3.0
29,Female,IN,1140,1.5,5.9,12.3,Retail shop,Tobacco,3,4,4,0,2,4,2,3,6,55.48,3.0
23,Male,PH,1074,10.2,14.0,20.2,Retail shop,"Menthol/Fresh,Tobacco",4,5,4,1,4,3,1,3,15+,99.93,8.0
27,Male,AU,1432,3.8,8.2,26.6,Retail shop,"Spice,Menthol/Fresh",2,5,3,0,3,3,3,2,10,70.64,3.0
33,Female,SG,3188,3.5,5.5,18.2,Online-direct,"Beverage,Dessert",5,3,4,1,4,3,1,4,6,62.08,6.0
25,Male,DE,574,0.8,5.9,16.6,Friends,Dessert,5,3,1,0,1,1,3,1,6,32.06,5.0
23,Female,FR,1751,2.5,7.4,0.0,Online-direct,"Tobacco,Spice",5,5,4,0,2,5,1,1,10,84.69,1.0
32,Male,AE,1449,1.3,4.9,5.4,Online-direct,"Tobacco,Spice",4,2,4,0,1,4,1,1,6,58.03,1.0
32,Male,AE,2616,0.8,3.4,17.0,Friends,"Spice,Dessert",5,2,4,1,4,3,3,4,3,49.34,6.0
26,Male,AU,2508,6.8,8.0,21.9,Online-direct,Beverage,2,1,5,0,1,5,1,2,10,82.0,3.0
26,Male,SG,2215,1.4,4.7,11.0,Other,"Beverage,Menthol/Fresh",5,5,2,1,4,1,1,5,6,66.93,10.0
32,Female,SG,1828,1.0,6.5,16.6,Online-direct,Tobacco,5,5,4,1,5,5,3,3,6,45.67,5.0
18,Male,FR,546,8.1,9.4,19.2,Retail shop,"Beverage,Fruity",5,2,3,1,5,2,3,5,10,86.85,10.0
19,Female,CA,1785,0.7,5.2,16.0,Online-direct,Menthol/Fresh,4,4,3,0,2,4,1,2,6,68.64,5.0
24,Female,PH,2378,4.1,6.4,14.5,Vape lounge,"Menthol/Fresh,Dessert,Tobacco",5,4,3,1,4,3,2,2,6,62.59,10.0
28,Female,SG,1658,3.2,5.6,19.7,Online-direct,"Other,Beverage",1,5,2,1,3,3,1,2,6,58.0,6.0
32,Male,SG,2103,7.6,8.8,24.3,Online-direct,Beverage,1,1,4,1,4,3,1,3,10,77.83,9.0
42,Female,DE,3367,5.4,7.3,12.5,Online-direct,"Spice,Menthol/Fresh,Tobacco",5,4,4,0,5,4,1,5,10,78.7,10.0
37,Male,IN,1515,3.7,7.7,11.7,Retail shop,"Tobacco,Other",4,1,2,0,4,2,2,3,10,70.36,9.0
29,Male,IN,1740,1.1,5.3,11.3,Online-direct,"Spice,Dessert",4,5,4,1,4,4,1,4,6,55.99,4.0
30,Male,DE,2285,2.1,5.5,15.7,Other,"Beverage,Tobacco,Dessert",5,2,2,0,2,1,2,1,6,57.37,10.0
22,Male,US,1351,8.7,10.9,22.7,Vape lounge,Spice,4,5,3,0,3,3,1,2,10,59.42,6.0
30,Male,PH,2688,0.1,1.4,15.3,Vape lounge,Fruity,4,3,1,0,2,2,3,1,3,48.41,5.0
28,Female,SG,1820,4.7,7.8,22.7,Vape lounge,"Menthol/Fresh,Beverage",2,5,4,0,4,4,3,4,10,54.46,7.0
33,Male,FR,2911,0.9,3.4,15.2,Vape lounge,"Spice,Other",3,3,1,0,3,2,1,1,3,48.92,10.0
23,Male,PH,1733,0.6,3.9,15.0,Vape lounge,Beverage,5,3,3,1,5,4,1,5,3,54.31,9.0
34,Female,AU,2813,0.8,3.3,21.5,Friends,"Menthol/Fresh,Fruity,Dessert",5,5,3,1,5,4,3,4,3,51.87,7.0
42,Male,AE,2233,0.2,2.8,12.8,Friends,"Spice,Menthol/Fresh",4,5,4,1,4,3,2,3,3,37.1,9.0
29,Male,SG,1802,14.5,17.7,30.7,Online-direct,"Dessert,Other,Spice",5,3,3,0,4,4,2,3,15+,102.06,7.0
33,Male,US,3322,6.1,9.6,21.2,Online-direct,Fruity,3,5,4,1,4,4,1,2,10,78.73,9.0
36,Female,FR,3161,2.2,7.0,16.1,Retail shop,"Fruity,Dessert",5,3,3,1,4,2,3,2,6,58.27,8.0
27,Male,PH,2740,3.8,6.3,15.5,Online-direct,Tobacco,1,5,4,0,1,5,2,1,6,44.95,3.0
32,Male,GB,2936,2.4,6.2,22.8,Online-direct,Beverage,3,4,2,0,5,2,1,4,6,57.23,10.0
30,Male,AE,2329,5.0,10.7,20.2,Retail shop,Other,3,3,5,1,5,5,1,5,10,79.53,9.0
31,Female,SG,1790,5.6,9.5,17.7,Retail shop,"Other,Fruity",3,4,4,1,3,5,3,3,10,70.94,3.0
24,Female,PH,1368,0.8,5.5,11.8,Retail shop,Tobacco,3,2,5,0,3,5,1,2,6,54.58,8.0
30,Female,PH,2897,1.8,3.9,16.0,Other,Tobacco,5,2,2,0,2,3,2,3,3,42.36,9.0
34,Male,FR,2178,3.0,4.9,12.3,Retail shop,Spice,1,4,4,0,1,5,2,2,6,55.67,4.0
42,Male,AE,2281,11.5,14.3,26.0,Online-direct,"Beverage,Dessert",5,4,4,0,5,5,4,3,15+,98.06,8.0
38,Male,IN,3547,3.4,6.3,17.2,Online-direct,Spice,4,4,4,1,4,4,1,4,6,62.8,9.0
47,Male,IN,3375,6.8,11.4,19.3,Online-direct,"Spice,Tobacco",3,3,3,0,2,2,2,1,10,80.52,4.0
24,Male,GB,1494,5.6,7.5,10.5,Online-direct,"Tobacco,Other",4,2,1,1,5,2,1,4,10,59.3,6.0
37,Male,CA,3384,2.6,5.5,10.4,Online-direct,Dessert,4,3,3,0,2,4,1,2,6,80.18,8.0
31,Male,DE,1625,6.7,11.3,16.9,Online-direct,Dessert,5,4,3,1,3,2,2,2,10,62.14,5.0
48,Female,SG,1872,1.4,4.7,9.7,Vape lounge,"Spice,Other",5,2,3,0,3,3,2,1,6,52.44,9.0
24,Male,FR,1531,1.4,4.4,16.7,Retail shop,"Fruity,Other",4,4,2,0,4,1,1,4,6,43.63,6.0
23,Female,SG,2352,4.6,8.0,28.6,Retail shop,Other,1,2,1,1,3,1,3,1,10,81.46,9.0
25,Male,FR,2161,0.4,1.7,9.1,Friends,"Tobacco,Dessert,Spice",5,1,4,0,4,4,1,4,3,37.83,10.0
18,Male,IN,2716,1.1,2.4,10.5,Online-direct,"Other,Spice",2,3,4,1,4,5,2,3,3,77.59,5.0
26,Male,FR,1851,2.8,3.4,10.5,Retail shop,Beverage,4,3,3,1,5,3,1,4,3,31.61,8.0
24,Male,AE,1782,1.6,4.9,19.2,Online-direct,"Tobacco,Fruity,Beverage",4,5,4,0,2,5,3,2,6,50.14,6.0
31,Male,CA,2460,8.5,12.9,25.0,Vape lounge,"Dessert,Fruity,Tobacco",5,3,4,0,1,4,1,1,15+,96.02,1.0
33,Male,GB,1679,9.5,13.6,23.5,Online-direct,"Dessert,Tobacco",5,1,3,0,3,2,3,4,15+,113.69,6.0
45,Female,US,3651,2.1,6.8,10.7,Online-direct,"Spice,Beverage,Other",3,5,4,1,3,4,2,2,6,52.97,7.0
38,Female,IN,3343,2.3,7.5,12.7,Online-direct,Beverage,3,3,3,0,4,2,1,4,10,89.7,6.0
25,Male,US,1458,3.9,7.1,18.0,Vape lounge,"Menthol/Fresh,Tobacco,Beverage",3,5,3,1,4,3,2,3,10,74.83,4.0
23,Female,US,1488,1.8,4.7,15.8,Online-direct,Other,5,3,4,1,4,3,1,5,6,52.67,8.0
34,Female,AU,2065,0.6,5.8,15.7,Friends,"Spice,Beverage",2,5,3,1,3,3,3,2,6,67.29,9.0
19,Female,CA,973,4.1,6.0,19.3,Online-direct,Tobacco,5,3,4,0,1,4,2,1,6,54.28,2.0
45,Female,DE,4054,4.0,5.2,9.1,Online-direct,Other,3,2,4,0,4,5,2,4,6,74.97,5.0
39,Male,PH,2238,0.8,3.3,14.8,Online-direct,"Beverage,Tobacco,Dessert",5,3,5,0,2,4,1,2,3,43.01,6.0
26,Male,AE,2081,5.4,7.7,18.9,Online-direct,Spice,3,4,5,1,5,4,3,4,10,73.65,9.0
18,Male,FR,1089,2.9,6.0,11.2,Online-direct,"Other,Tobacco,Spice",4,2,5,1,4,5,2,3,6,39.95,6.0
41,Male,SG,2959,0.8,2.5,9.5,Retail shop,Menthol/Fresh,4,5,5,0,3,5,1,2,3,56.9,7.0
29,Male,DE,1363,3.2,6.8,20.3,Online-direct,"Other,Dessert",5,4,3,0,2,2,1,1,6,42.92,7.0
40,Male,SG,3176,0.8,2.9,7.2,Online-direct,Other,4,2,5,1,4,5,2,5,3,56.93,7.0
18,Female,GB,1092,0.9,5.7,28.0,Online-direct,"Spice,Menthol/Fresh",4,5,3,0,3,2,3,1,6,44.0,7.0
25,Female,GB,965,5.7,6.9,19.7,Online-direct,"Other,Beverage",4,3,5,1,4,5,1,4,6,30.15,8.0
30,Female,AE,1609,8.0,10.8,20.5,Online-direct,"Tobacco,Spice",4,3,4,1,4,5,2,3,10,72.39,8.0
30,Female,FR,2989,0.9,3.4,12.1,Retail shop,Dessert,5,3,4,0,1,3,2,1,3,49.23,7.0
26,Female,FR,1200,7.9,11.2,25.1,Online-direct,Menthol/Fresh,2,4,5,0,2,5,4,1,10,59.43,1.0
35,Male,IN,2434,0.8,5.2,13.1,Retail shop,Tobacco,2,3,5,0,3,4,2,4,6,56.54,4.0
21,Male,FR,2261,0.4,3.8,11.9,Retail shop,"Fruity,Spice,Menthol/Fresh",5,5,4,1,4,5,1,3,3,34.52,10.0
29,Male,PH,2726,0.2,3.0,20.3,Online-direct,"Dessert,Menthol/Fresh",5,4,3,1,4,4,3,5,3,40.91,7.0
31,Female,DE,1236,0.8,4.8,12.4,Online-direct,"Menthol/Fresh,Other",4,5,5,1,4,5,2,5,6,32.94,6.0
34,Male,DE,1816,1.5,5.8,16.5,Friends,Beverage,1,5,2,1,4,2,2,3,6,46.14,10.0
36,Female,SG,2192,7.9,11.3,17.5,Online-direct,"Fruity,Dessert",5,3,4,1,5,5,2,5,10,82.36,8.0
21,Male,AU,1819,0.8,4.4,15.7,Vape lounge,"Dessert,Other",5,3,4,1,3,4,3,1,6,55.87,5.0
18,Male,AE,650,1.4,5.4,18.3,Online-direct,Tobacco,5,3,4,0,1,4,2,1,6,53.81,3.0
40,Female,AE,2995,4.0,4.5,22.9,Retail shop,Spice,1,2,4,1,5,3,2,3,6,71.49,7.0
33,Male,PH,1538,1.1,3.6,8.9,Retail shop,Dessert,4,1,3,1,5,4,1,4,3,32.07,7.0
24,Male,FR,2212,3.5,7.1,9.9,Online-direct,"Spice,Dessert",5,3,3,0,3,3,1,3,10,80.17,6.0
42,Male,AU,3847,1.7,4.3,13.0,Online-direct,"Fruity,Tobacco",5,1,4,0,4,3,1,2,6,77.99,8.0
31,Male,IN,2461,0.7,3.3,10.2,Friends,Tobacco,5,1,4,0,2,5,1,1,3,65.79,5.0
39,Female,IN,1780,4.0,7.6,17.5,Retail shop,Menthol/Fresh,3,4,3,1,4,3,1,5,10,75.99,7.0
31,Male,DE,2725,0.1,3.7,16.3,Retail shop,Beverage,1,5,2,1,4,1,1,3,3,57.08,10.0
46,Male,PH,1765,1.0,4.7,26.0,Online-direct,Tobacco,2,2,3,0,5,2,4,5,6,61.22,10.0
